True,2,1.073975
True,2,2.108643
True,2,2.109375
True,2,2.105469
True,2,2.113281
True,2,3.123779
True,2,3.111572
True,2,3.112305
True,2,4.112549
True,2,4.108154
True,2,5.111816
True,2,5.106201
True,2,5.106934
True,2,5.105469
True,2,6.108154
True,2,6.104248
True,2,6.110352
True,2,7.109863
True,2,7.108398
True,2,7.111084
True,2,8.107422
True,2,8.110107
True,2,8.105957
True,2,9.109131
True,2,9.108643
True,2,9.120117
True,2,10.110352
True,2,10.111328
True,2,0.126953
True,2,1.141357
True,2,1.141357
True,2,2.145752
True,2,2.142578
True,2,2.142334
True,2,3.144043
True,2,3.137695
True,2,3.143799
True,2,4.135742
True,2,4.142822
True,2,4.10498
True,2,5.131348
True,2,5.140625
True,2,5.13623
True,2,6.141357
True,2,6.135742
True,2,7.13623
True,2,7.141602
True,2,7.135498
True,2,8.137207
True,2,8.134521
True,2,8.137451
True,2,9.138184
True,2,9.130127
True,2,9.136475
True,2,10.138672
True,2,10.137939
True,2,0.109375
True,2,1.115723
True,2,1.127686
True,2,2.111816
True,2,2.107422
True,2,2.109375
True,2,3.108887
True,2,3.113037
True,2,4.129395
True,2,4.115967
True,2,4.11377
True,2,4.106201
True,2,5.099854
True,2,5.106689
True,2,5.125732
True,2,6.109619
True,2,6.113037
True,2,6.104004
True,2,7.110352
True,2,7.107422
True,2,7.107422
True,2,8.112793
True,2,8.103516
True,2,9.106934
True,2,9.110107
True,2,10.103271
True,2,10.108154
True,2,10.108887
True,2,1.108398
True,2,1.108643
True,2,2.111084
True,2,2.099365
True,2,2.117432
True,2,3.105225
True,2,4.108154
True,2,4.107178
True,2,5.105957
True,2,5.10376
True,2,6.115479
True,2,6.103027
True,2,6.107422
True,2,7.104004
True,2,7.106201
True,2,8.123779
True,2,8.135498
True,2,8.131592
True,2,9.135742
True,2,10.135742
True,2,10.16626
True,2,0.182617
True,2,1.143555
True,2,1.184814
True,2,1.178467
True,2,2.131592
True,2,2.132568
True,2,3.130371
True,2,3.131592
True,2,3.131836
True,2,4.100586
True,2,4.145752
True,2,5.144287
True,2,5.142822
True,2,6.144287
True,2,6.141602
True,2,6.116211
True,2,7.099854
True,2,7.139648
True,2,8.14502
True,2,8.143555
True,2,8.14502
True,2,9.139893
True,2,9.145264
True,2,10.141602
True,2,10.098877
True,2,0.095947
True,2,1.103027
True,2,1.10498
True,2,1.102539
True,2,2.098877
True,2,2.108154
True,2,2.093262
True,2,3.101074
True,2,3.111572
True,2,4.10498
True,2,4.097412
True,2,5.099854
True,2,5.0979
True,2,5.126221
True,2,6.13916
True,2,6.13916
True,2,7.143799
True,2,7.130127
True,2,8.131104
True,2,8.132324
True,2,9.118896
True,2,9.13208
True,2,10.134521
True,2,10.129395
True,2,1.130859
True,2,1.137451
True,2,2.138916
True,2,2.135498
True,2,3.143311
True,2,3.139648
True,2,4.139893
True,2,4.127197
True,2,5.13208
True,2,5.130859
True,2,6.132568
True,2,6.133057
True,2,7.147461
True,2,7.189453
True,2,7.144043
True,2,8.138916
True,2,8.134277
True,2,9.130127
True,2,9.132812
True,2,9.130371
True,2,10.098877
True,2,1.126221
True,2,1.132568
True,2,2.132568
True,2,2.131348
True,2,3.13208
True,2,3.132568
True,2,3.133789
True,2,4.132568
True,2,4.133301
True,2,5.132324
True,2,5.13916
True,2,6.147461
True,2,6.137451
True,2,7.13623
True,2,7.135254
True,2,8.133545
True,2,8.133057
True,2,9.131592
True,2,10.129883
True,2,10.127686
True,2,10.129639
True,2,1.13208
True,2,1.130127
True,2,2.129639
True,2,3.129395
True,2,3.129883
True,2,3.131348
True,2,4.133301
True,2,4.12915
True,2,5.158447
True,2,5.168945
True,2,6.129395
True,2,6.167969
True,2,7.16626
True,2,7.132324
True,2,8.112061
True,2,8.099365
True,2,8.099365
True,2,9.099365
True,2,9.10376
True,2,9.095703
True,2,10.103516
True,2,10.106201
True,2,1.102051
True,2,1.102051
True,2,2.101807
True,2,2.089844
True,2,2.103027
True,2,3.102051
True,2,4.100586
True,2,4.102539
True,2,5.106445
True,2,5.111084
True,2,5.121582
True,2,6.121338
True,2,6.122803
True,2,7.121338
True,2,7.125732
True,2,8.111816
True,2,8.121826
True,2,9.123047
True,2,9.123291
True,2,10.124512
True,2,10.122314
True,2,1.101807
True,2,1.098633
True,2,1.103516
True,2,2.099365
True,2,2.099609
True,2,3.10083
True,2,3.095703
True,2,4.099854
True,2,4.100098
True,2,4.100342
True,2,5.088623
True,2,5.101074
True,2,6.08374
True,2,6.106201
True,2,6.127441
True,2,7.099609
True,2,7.099609
True,2,8.102051
True,2,8.090576
True,2,9.097656
True,2,9.102539
True,2,10.112549
True,2,10.086914
True,2,10.11377
True,2,1.068359
True,2,1.095947
True,2,2.105957
True,2,2.09375
True,2,2.10083
True,2,3.094727
True,2,3.08667
True,2,4.094238
True,2,4.096191
True,2,4.095459
True,2,5.100586
True,2,6.078857
True,2,6.084229
True,2,6.100586
True,2,7.098145
True,2,7.117676
True,2,8.12085
True,2,8.127441
True,2,9.08374
True,2,9.097412
True,2,10.111084
True,2,10.126465
True,2,10.13208
True,2,1.13208
True,2,1.108887
True,2,2.125
True,2,2.125488
True,2,3.132812
True,2,3.126465
True,2,4.131348
True,2,4.114014
True,2,5.130859
True,2,5.177002
True,2,6.171387
True,2,6.171875
True,2,7.173584
True,2,7.152344
True,2,8.12207
True,2,8.129883
True,2,9.129639
True,2,9.123047
True,2,10.166504
True,2,10.140625
True,2,1.166016
True,2,1.171631
True,2,2.120361
True,2,2.091064
True,2,3.101318
True,2,3.089355
True,2,4.100586
True,2,5.09668
True,2,5.098877
True,2,5.102051
True,2,6.097412
True,2,6.091797
True,2,7.102051
True,2,7.117432
True,2,8.131104
True,2,8.135254
True,2,9.136475
True,2,9.126953
True,2,10.113037
True,2,10.08667
True,2,1.093018
True,2,1.12085
True,2,1.103027
True,2,2.106445
True,2,2.097656
True,2,3.122803
True,2,3.12207
True,2,4.098633
True,2,4.096191
True,2,5.074951
True,2,5.086426
True,2,6.099365
True,2,6.102051
True,2,6.097168
True,2,7.099609
True,2,7.088379
True,2,8.103516
True,2,8.102783
True,2,9.090088
True,2,9.104004
True,2,10.119385
True,2,10.112793
True,2,1.131104
True,2,1.12207
True,2,2.129639
True,2,2.134277
True,2,3.159668
True,2,3.141113
True,2,4.152344
True,2,4.151855
True,2,5.157959
True,2,5.156494
True,2,6.161133
True,2,6.130859
True,2,7.143311
True,2,7.152832
True,2,7.126465
True,2,8.160156
True,2,8.094971
True,2,9.083252
True,2,9.093506
True,2,10.099121
True,2,10.104736
True,2,1.099609
True,2,1.098633
True,2,2.086182
True,2,2.105957
True,2,3.101807
True,2,3.102051
True,2,4.104736
True,2,4.101807
True,2,5.090576
True,2,5.103516
True,2,6.089355
True,2,6.102783
True,2,6.09668
True,2,7.10083
True,2,8.077881
True,2,8.099609
True,2,8.092773
True,2,9.106201
True,2,9.126709
True,2,10.117676
True,2,10.108154
True,2,1.172119
True,2,1.128174
True,2,1.152832
True,2,2.1604
True,2,2.168701
True,2,3.13623
True,2,3.156738
True,2,4.145752
True,2,4.154297
True,2,5.104492
True,2,5.111084
True,2,6.146484
True,2,6.164062
True,2,6.169678
True,2,7.155762
True,2,7.133545
True,2,8.163086
True,2,8.123047
True,2,9.151367
True,2,9.144287
True,2,10.144775
True,2,10.109131
True,2,1.156982
True,2,1.103516
True,2,1.115234
True,2,2.157227
True,2,2.159424
True,2,3.123291
True,2,3.135986
True,2,4.152344
True,2,4.185059
True,2,5.186035
True,2,5.196045
True,2,6.136475
True,2,6.115723
True,2,7.078369
True,2,7.1521
True,2,8.116455
True,2,8.13623
True,2,9.139404
True,2,9.125
True,2,10.126221
True,2,10.13916
True,2,0.137207
True,2,1.17627
True,2,1.185791
True,2,2.183594
True,2,2.093994
True,2,3.11377
True,2,3.130371
True,2,4.131836
True,2,4.15332
True,2,4.927734
True,2,4.866211
True,2,5.874512
True,2,5.874268
True,2,5.909668
True,2,6.885254
True,2,6.852051
True,2,7.84082
True,2,7.846436
True,2,8.851318
True,2,9.888672
True,2,10.018799
True,2,10.903076
True,2,0.864502
True,2,1.859863
True,2,2.948242
True,2,2.86084
True,2,3.854492
True,2,3.884277
True,2,4.901855
True,2,5.88623
True,2,5.869873
True,2,6.877441
True,2,6.88916
True,2,7.893799
True,2,7.915771
